"","G","Gene","MC","WTC","MD","WTD","Fisher.p","phi","OR1","OR2"
"1173","GO",7165,22,97,0,0,1,NA,"NaN",NA
"1174","GO",7166,0,1,22,96,1,0.044,"Inf",0
"1175","GO",7167,0,1,22,96,1,0.044,"Inf",0
"1176","GO",7178,0,1,22,96,1,0.044,"Inf",0
"1177","GO",7204,0,1,22,96,1,0.044,"Inf",0
"1178","GO",7231,22,96,0,1,1,-0.044,"0.000",Inf
"1179","GO",7249,0,1,22,96,1,0.044,"Inf",0
"1180","GO",7267,22,97,0,0,1,NA,"NaN",NA
"1181","GO",7275,0,2,22,95,1,0.062,"Inf",0
"1182","GO",7276,0,1,22,96,1,0.044,"Inf",0
"1183","GO",7281,0,1,22,96,1,0.044,"Inf",0
"1184","GO",7292,0,1,22,96,1,0.044,"Inf",0
"1185","GO",7346,22,97,0,0,1,NA,"NaN",NA
"1186","GO",7399,0,1,22,96,1,0.044,"Inf",0
"1187","GO",7417,0,1,22,96,1,0.044,"Inf",0
"1188","GO",7420,0,1,22,96,1,0.044,"Inf",0
"1189","GO",7530,0,1,22,96,1,0.044,"Inf",0
"1190","GO",7548,0,1,22,96,1,0.044,"Inf",0
"1191","GO",7568,0,2,22,95,1,0.062,"Inf",0
"1192","GO",7584,22,96,0,1,1,-0.044,"0.000",Inf
"1193","GO",8022,18,42,4,55,0.00168,-0.299,"0.170",5.89
"1194","GO",8026,22,97,0,0,1,NA,"NaN",NA
"1195","GO",8028,22,87,0,10,0.205,-0.144,"0.000",Inf
"1196","GO",8033,22,97,0,0,1,NA,"NaN",NA
"1197","GO",8047,22,97,0,0,1,NA,"NaN",NA
"1198","GO",8061,21,33,1,64,6.71e-08,-0.479,"0.0246",40.7
"1199","GO",8073,22,97,0,0,1,NA,"NaN",NA
"1200","GO",8079,22,97,0,0,1,NA,"NaN",NA
"1201","GO",8080,22,97,0,0,1,NA,"NaN",NA
"1202","GO",8081,22,97,0,0,1,NA,"NaN",NA
"1203","GO",8094,22,97,0,0,1,NA,"NaN",NA
"1204","GO",8097,22,96,0,1,1,-0.044,"0.000",Inf
"1205","GO",8104,22,97,0,0,1,NA,"NaN",NA
"1206","GO",8106,0,17,22,80,0.0396,0.194,"Inf",0
"1207","GO",8108,0,46,22,51,5.5e-06,0.378,"Inf",0
"1208","GO",8119,22,95,0,2,1,-0.062,"0.000",Inf
"1209","GO",8127,21,54,1,43,0.000378,-0.32,"0.0598",16.7
"1210","GO",8134,22,95,0,2,1,-0.062,"0.000",Inf
"1211","GO",8135,22,97,0,0,1,NA,"NaN",NA
"1212","GO",8137,22,97,0,0,1,NA,"NaN",NA
"1213","GO",8138,21,97,1,0,0.185,0.193,"Inf",0
"1214","GO",8143,22,97,0,0,1,NA,"NaN",NA
"1215","GO",8144,22,97,0,0,1,NA,"NaN",NA
"1216","GO",8150,22,97,0,0,1,NA,"NaN",NA
"1217","GO",8152,22,97,0,0,1,NA,"NaN",NA
"1218","GO",8154,0,3,22,94,1,0.077,"Inf",0
"1219","GO",8156,22,97,0,0,1,NA,"NaN",NA
"1220","GO",8168,22,97,0,0,1,NA,"NaN",NA
"1221","GO",8169,22,97,0,0,1,NA,"NaN",NA
"1222","GO",8170,22,97,0,0,1,NA,"NaN",NA
"1223","GO",8171,22,97,0,0,1,NA,"NaN",NA
"1224","GO",8172,22,97,0,0,1,NA,"NaN",NA
"1225","GO",8173,22,97,0,0,1,NA,"NaN",NA
"1226","GO",8175,22,97,0,0,1,NA,"NaN",NA
"1227","GO",8176,22,97,0,0,1,NA,"NaN",NA
"1228","GO",8177,22,96,0,1,1,-0.044,"0.000",Inf
"1229","GO",8186,22,97,0,0,1,NA,"NaN",NA
"1230","GO",8194,22,97,0,0,1,NA,"NaN",NA
"1231","GO",8198,22,97,0,0,1,NA,"NaN",NA
"1232","GO",8199,22,97,0,0,1,NA,"NaN",NA
"1233","GO",8213,22,97,0,0,1,NA,"NaN",NA
"1234","GO",8214,19,19,3,78,6.06e-09,-0.556,"0.0385",26
"1235","GO",8216,21,47,1,50,2.44e-05,-0.369,"0.0448",22.3
"1236","GO",8219,22,97,0,0,1,NA,"NaN",NA
"1237","GO",8233,22,97,0,0,1,NA,"NaN",NA
"1238","GO",8234,22,96,0,1,1,-0.044,"0.000",Inf
"1239","GO",8235,22,97,0,0,1,NA,"NaN",NA
"1240","GO",8236,22,97,0,0,1,NA,"NaN",NA
"1241","GO",8237,22,97,0,0,1,NA,"NaN",NA
"1242","GO",8238,22,97,0,0,1,NA,"NaN",NA
"1243","GO",8239,22,96,0,1,1,-0.044,"0.000",Inf
"1244","GO",8242,22,95,0,2,1,-0.062,"0.000",Inf
"1245","GO",8252,22,97,0,0,1,NA,"NaN",NA
"1246","GO",8253,22,97,0,0,1,NA,"NaN",NA
"1247","GO",8254,22,97,0,0,1,NA,"NaN",NA
"1248","GO",8270,22,97,0,0,1,NA,"NaN",NA
"1249","GO",8271,22,96,0,1,1,-0.044,"0.000",Inf
"1250","GO",8272,22,97,0,0,1,NA,"NaN",NA
"1251","GO",8273,0,61,22,36,1.09e-08,0.488,"Inf",0
"1252","GO",8276,22,97,0,0,1,NA,"NaN",NA
"1253","GO",8284,0,1,22,96,1,0.044,"Inf",0
"1254","GO",8289,22,97,0,0,1,NA,"NaN",NA
"1255","GO",8295,21,47,1,50,2.44e-05,-0.369,"0.0448",22.3
"1256","GO",8296,22,97,0,0,1,NA,"NaN",NA
"1257","GO",8297,22,97,0,0,1,NA,"NaN",NA
"1258","GO",8299,22,97,0,0,1,NA,"NaN",NA
"1259","GO",8301,22,97,0,0,1,NA,"NaN",NA
"1260","GO",8310,22,97,0,0,1,NA,"NaN",NA
"1261","GO",8312,21,95,1,2,0.462,0.062,"2.260",0.442
"1262","GO",8320,22,97,0,0,1,NA,"NaN",NA
"1263","GO",8324,22,97,0,0,1,NA,"NaN",NA
"1264","GO",8340,0,1,22,96,1,0.044,"Inf",0
"1265","GO",8360,22,97,0,0,1,NA,"NaN",NA
"1266","GO",8361,22,97,0,0,1,NA,"NaN",NA
"1267","GO",8374,22,97,0,0,1,NA,"NaN",NA
"1268","GO",8375,22,97,0,0,1,NA,"NaN",NA
"1269","GO",8378,0,1,22,96,1,0.044,"Inf",0
"1270","GO",8379,22,60,0,37,0.000177,-0.32,"0.000",Inf
"1271","GO",8380,21,94,1,3,0.564,0.031,"1.490",0.67
"1272","GO",8381,22,97,0,0,1,NA,"NaN",NA
"1273","GO",8406,0,1,22,96,1,0.044,"Inf",0
"1274","GO",8408,22,97,0,0,1,NA,"NaN",NA
"1275","GO",8409,22,97,0,0,1,NA,"NaN",NA
"1276","GO",8412,22,97,0,0,1,NA,"NaN",NA
"1277","GO",8413,22,96,0,1,1,-0.044,"0.000",Inf
"1278","GO",8417,2,0,20,97,0.0329,-0.275,"0.000",Inf
"1279","GO",8425,22,97,0,0,1,NA,"NaN",NA
"1280","GO",8428,22,97,0,0,1,NA,"NaN",NA
"1281","GO",8441,21,81,1,16,0.192,-0.133,"0.241",4.15
"1282","GO",8444,22,96,0,1,1,-0.044,"0.000",Inf
"1283","GO",8446,4,15,18,82,0.751,-0.029,"0.823",1.21
"1284","GO",8448,18,5,4,92,2.19e-13,-0.754,"0.0121",82.8
"1285","GO",8452,0,1,22,96,1,0.044,"Inf",0
"1286","GO",8460,22,80,0,17,0.0396,-0.194,"0.000",Inf
"1287","GO",8463,22,96,0,1,1,-0.044,"0.000",Inf
"1288","GO",8477,22,97,0,0,1,NA,"NaN",NA
"1289","GO",8478,0,15,22,82,0.0702,0.181,"Inf",0
"1290","GO",8479,22,96,0,1,1,-0.044,"0.000",Inf
"1291","GO",8483,22,97,0,0,1,NA,"NaN",NA
"1292","GO",8484,0,2,22,95,1,0.062,"Inf",0
"1293","GO",8490,2,15,20,82,0.736,0.071,"1.830",0.547
"1294","GO",8494,22,89,0,8,0.349,-0.128,"0.000",Inf
"1295","GO",8495,22,97,0,0,1,NA,"NaN",NA
"1296","GO",8509,22,97,0,0,1,NA,"NaN",NA
"1297","GO",8512,22,96,0,1,1,-0.044,"0.000",Inf
"1298","GO",8514,22,97,0,0,1,NA,"NaN",NA
"1299","GO",8519,22,97,0,0,1,NA,"NaN",NA
"1300","GO",8531,22,97,0,0,1,NA,"NaN",NA
"1301","GO",8534,22,97,0,0,1,NA,"NaN",NA
"1302","GO",8551,0,2,22,95,1,0.062,"Inf",0
"1303","GO",8553,0,1,22,96,1,0.044,"Inf",0
"1304","GO",8556,0,12,22,85,0.12,0.159,"Inf",0
"1305","GO",8565,22,97,0,0,1,NA,"NaN",NA
"1306","GO",8585,0,1,22,96,1,0.044,"Inf",0
"1307","GO",8592,0,1,22,96,1,0.044,"Inf",0
"1308","GO",8610,22,97,0,0,1,NA,"NaN",NA
"1309","GO",8614,22,97,0,0,1,NA,"NaN",NA
"1310","GO",8615,22,97,0,0,1,NA,"NaN",NA
"1311","GO",8616,22,97,0,0,1,NA,"NaN",NA
"1312","GO",8617,0,34,22,63,0.000395,0.301,"Inf",0
"1313","GO",8630,0,1,22,96,1,0.044,"Inf",0
"1314","GO",8643,22,97,0,0,1,NA,"NaN",NA
"1315","GO",8645,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"1316","GO",8649,22,97,0,0,1,NA,"NaN",NA
"1317","GO",8650,22,97,0,0,1,NA,"NaN",NA
"1318","GO",8652,22,97,0,0,1,NA,"NaN",NA
"1319","GO",8653,22,97,0,0,1,NA,"NaN",NA
"1320","GO",8654,22,97,0,0,1,NA,"NaN",NA
"1321","GO",8655,22,97,0,0,1,NA,"NaN",NA
"1322","GO",8657,22,96,0,1,1,-0.044,"0.000",Inf
"1323","GO",8658,22,97,0,0,1,NA,"NaN",NA
"1324","GO",8661,22,96,0,1,1,-0.044,"0.000",Inf
"1325","GO",8663,22,92,0,5,0.583,-0.1,"0.000",Inf
"1326","GO",8666,22,97,0,0,1,NA,"NaN",NA
"1327","GO",8671,0,8,22,89,0.349,0.128,"Inf",0
"1328","GO",8675,21,96,1,1,0.337,0.106,"4.570",0.219
"1329","GO",8676,22,97,0,0,1,NA,"NaN",NA
"1330","GO",8677,22,96,0,1,1,-0.044,"0.000",Inf
"1331","GO",8681,22,96,0,1,1,-0.044,"0.000",Inf
"1332","GO",8682,22,97,0,0,1,NA,"NaN",NA
"1333","GO",8683,22,94,0,3,1,-0.077,"0.000",Inf
"1334","GO",8685,22,97,0,0,1,NA,"NaN",NA
"1335","GO",8686,22,95,0,2,1,-0.062,"0.000",Inf
"1336","GO",8689,22,97,0,0,1,NA,"NaN",NA
"1337","GO",8692,22,97,0,0,1,NA,"NaN",NA
"1338","GO",8693,22,97,0,0,1,NA,"NaN",NA
"1339","GO",8694,22,97,0,0,1,NA,"NaN",NA
"1340","GO",8696,22,97,0,0,1,NA,"NaN",NA
"1341","GO",8700,21,96,1,1,0.337,0.106,"4.570",0.219
"1342","GO",8701,0,3,22,94,1,0.077,"Inf",0
"1343","GO",8703,22,97,0,0,1,NA,"NaN",NA
"1344","GO",8705,22,96,0,1,1,-0.044,"0.000",Inf
"1345","GO",8710,22,97,0,0,1,NA,"NaN",NA
"1346","GO",8712,0,34,22,63,0.000395,0.301,"Inf",0
"1347","GO",8713,22,97,0,0,1,NA,"NaN",NA
"1348","GO",8715,0,1,22,96,1,0.044,"Inf",0
"1349","GO",8716,22,96,0,1,1,-0.044,"0.000",Inf
"1350","GO",8718,0,3,22,94,1,0.077,"Inf",0
"1351","GO",8719,22,74,0,23,0.00682,-0.233,"0.000",Inf
"1352","GO",8720,22,93,0,4,1,-0.089,"0.000",Inf
"1353","GO",8721,0,5,22,92,0.583,0.1,"Inf",0
"1354","GO",8728,22,97,0,0,1,NA,"NaN",NA
"1355","GO",8732,22,96,0,1,1,-0.044,"0.000",Inf
"1356","GO",8733,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"1357","GO",8734,22,97,0,0,1,NA,"NaN",NA
"1358","GO",8735,0,19,22,78,0.0222,0.208,"Inf",0
"1359","GO",8741,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"1360","GO",8742,18,12,4,85,4.22e-10,-0.621,"0.0314",31.9
"1361","GO",8743,22,97,0,0,1,NA,"NaN",NA
"1362","GO",8745,22,97,0,0,1,NA,"NaN",NA
"1363","GO",8746,22,54,0,43,1.57e-05,-0.358,"0.000",Inf
"1364","GO",8750,22,54,0,43,1.57e-05,-0.358,"0.000",Inf
"1365","GO",8753,0,1,22,96,1,0.044,"Inf",0
"1366","GO",8756,22,95,0,2,1,-0.062,"0.000",Inf
"1367","GO",8757,22,97,0,0,1,NA,"NaN",NA
"1368","GO",8758,22,97,0,0,1,NA,"NaN",NA
"1369","GO",8759,22,97,0,0,1,NA,"NaN",NA
"1370","GO",8760,21,97,1,0,0.185,0.193,"Inf",0
"1371","GO",8761,2,13,20,84,0.735,0.05,"1.550",0.646
"1372","GO",8762,22,97,0,0,1,NA,"NaN",NA
"1373","GO",8763,22,97,0,0,1,NA,"NaN",NA
"1374","GO",8764,22,97,0,0,1,NA,"NaN",NA
"1375","GO",8765,22,97,0,0,1,NA,"NaN",NA
"1376","GO",8766,22,97,0,0,1,NA,"NaN",NA
"1377","GO",8767,0,7,22,90,0.346,0.119,"Inf",0
"1378","GO",8768,20,82,2,15,0.736,-0.071,"0.547",1.83
"1379","GO",8770,22,96,0,1,1,-0.044,"0.000",Inf
"1380","GO",8773,22,97,0,0,1,NA,"NaN",NA
"1381","GO",8774,22,95,0,2,1,-0.062,"0.000",Inf
"1382","GO",8776,22,97,0,0,1,NA,"NaN",NA
"1383","GO",8777,0,62,22,35,6.77e-09,0.497,"Inf",0
"1384","GO",8780,21,96,1,1,0.337,0.106,"4.570",0.219
"1385","GO",8781,22,97,0,0,1,NA,"NaN",NA
"1386","GO",8782,22,97,0,0,1,NA,"NaN",NA
"1387","GO",8783,0,61,22,36,1.09e-08,0.488,"Inf",0
"1388","GO",8784,22,97,0,0,1,NA,"NaN",NA
"1389","GO",8785,22,96,0,1,1,-0.044,"0.000",Inf
"1390","GO",8792,22,97,0,0,1,NA,"NaN",NA
"1391","GO",8794,0,3,22,94,1,0.077,"Inf",0
"1392","GO",8795,21,95,1,2,0.462,0.062,"2.260",0.442
"1393","GO",8796,21,97,1,0,0.185,0.193,"Inf",0
"1394","GO",8797,0,43,22,54,1.57e-05,0.358,"Inf",0
"1395","GO",8798,0,1,22,96,1,0.044,"Inf",0
"1396","GO",8800,22,29,0,68,3.03e-10,-0.55,"0.000",Inf
"1397","GO",8801,18,14,4,83,2.11e-09,-0.59,"0.0375",26.7
"1398","GO",8802,0,62,22,35,6.77e-09,0.497,"Inf",0
"1399","GO",8803,21,97,1,0,0.185,0.193,"Inf",0
"1400","GO",8804,0,4,22,93,1,0.089,"Inf",0
"1401","GO",8808,8,65,14,32,0.0139,0.244,"3.550",0.281
"1402","GO",8809,0,20,22,77,0.0228,0.214,"Inf",0
"1403","GO",8810,0,1,22,96,1,0.044,"Inf",0
"1404","GO",8813,22,97,0,0,1,NA,"NaN",NA
"1405","GO",8817,22,96,0,1,1,-0.044,"0.000",Inf
"1406","GO",8818,22,71,0,26,0.00343,-0.252,"0.000",Inf
"1407","GO",8819,21,90,1,7,1,-0.041,"0.612",1.63
"1408","GO",8820,21,90,1,7,1,-0.041,"0.612",1.63
"1409","GO",8821,22,97,0,0,1,NA,"NaN",NA
"1410","GO",8824,0,5,22,92,0.583,0.1,"Inf",0
"1411","GO",8825,0,1,22,96,1,0.044,"Inf",0
"1412","GO",8829,22,66,0,31,0.000854,-0.283,"0.000",Inf
"1413","GO",8830,22,66,0,31,0.000854,-0.283,"0.000",Inf
"1414","GO",8832,22,97,0,0,1,NA,"NaN",NA
"1415","GO",8833,0,35,22,62,0.000214,0.307,"Inf",0
"1416","GO",8834,22,96,0,1,1,-0.044,"0.000",Inf
"1417","GO",8835,22,97,0,0,1,NA,"NaN",NA
"1418","GO",8836,21,97,1,0,0.185,0.193,"Inf",0
"1419","GO",8837,22,96,0,1,1,-0.044,"0.000",Inf
"1420","GO",8838,0,7,22,90,0.346,0.119,"Inf",0
"1421","GO",8839,21,97,1,0,0.185,0.193,"Inf",0
"1422","GO",8840,22,97,0,0,1,NA,"NaN",NA
"1423","GO",8841,22,97,0,0,1,NA,"NaN",NA
"1424","GO",8843,0,1,22,96,1,0.044,"Inf",0
"1425","GO",8852,22,97,0,0,1,NA,"NaN",NA
"1426","GO",8853,22,97,0,0,1,NA,"NaN",NA
"1427","GO",8854,22,97,0,0,1,NA,"NaN",NA
"1428","GO",8855,22,97,0,0,1,NA,"NaN",NA
"1429","GO",8861,22,96,0,1,1,-0.044,"0.000",Inf
"1430","GO",8864,21,91,1,6,1,-0.027,"0.722",1.38
"1431","GO",8879,20,47,2,50,0.000234,-0.332,"0.094",10.6
"1432","GO",8881,22,97,0,0,1,NA,"NaN",NA
"1433","GO",8882,22,97,0,0,1,NA,"NaN",NA
"1434","GO",8883,22,96,0,1,1,-0.044,"0.000",Inf
"1435","GO",8884,0,1,22,96,1,0.044,"Inf",0
"1436","GO",8885,0,1,22,96,1,0.044,"Inf",0
"1437","GO",8888,0,7,22,90,0.346,0.119,"Inf",0
"1438","GO",8892,0,6,22,91,0.591,0.11,"Inf",0
"1439","GO",8893,22,97,0,0,1,NA,"NaN",NA
"1440","GO",8894,22,96,0,1,1,-0.044,"0.000",Inf
"1441","GO",8897,22,95,0,2,1,-0.062,"0.000",Inf
"1442","GO",8899,22,96,0,1,1,-0.044,"0.000",Inf
"1443","GO",8902,0,16,22,81,0.0405,0.188,"Inf",0
"1444","GO",8905,0,5,22,92,0.583,0.1,"Inf",0
"1445","GO",8907,22,97,0,0,1,NA,"NaN",NA
"1446","GO",8909,21,95,1,2,0.462,0.062,"2.260",0.442
"1447","GO",8914,21,96,1,1,0.337,0.106,"4.570",0.219
"1448","GO",8915,22,96,0,1,1,-0.044,"0.000",Inf
"1449","GO",8920,22,97,0,0,1,NA,"NaN",NA
"1450","GO",8921,0,1,22,96,1,0.044,"Inf",0
"1451","GO",8923,1,2,21,95,0.462,-0.062,"0.442",2.26
"1452","GO",8924,0,1,22,96,1,0.044,"Inf",0
"1453","GO",8925,0,3,22,94,1,0.077,"Inf",0
"1454","GO",8928,0,5,22,92,0.583,0.1,"Inf",0
"1455","GO",8930,22,97,0,0,1,NA,"NaN",NA
"1456","GO",8932,22,97,0,0,1,NA,"NaN",NA
"1457","GO",8933,22,97,0,0,1,NA,"NaN",NA
"1458","GO",8934,22,96,0,1,1,-0.044,"0.000",Inf
"1459","GO",8935,22,95,0,2,1,-0.062,"0.000",Inf
"1460","GO",8939,22,95,0,2,1,-0.062,"0.000",Inf
"1461","GO",8940,22,97,0,0,1,NA,"NaN",NA
"1462","GO",8941,8,50,14,47,0.241,0.118,"1.860",0.537
"1463","GO",8942,0,1,22,96,1,0.044,"Inf",0
"1464","GO",8946,22,97,0,0,1,NA,"NaN",NA
"1465","GO",8948,22,97,0,0,1,NA,"NaN",NA
"1466","GO",8951,0,7,22,90,0.346,0.119,"Inf",0
"1467","GO",8955,22,97,0,0,1,NA,"NaN",NA
"1468","GO",8959,22,96,0,1,1,-0.044,"0.000",Inf
"1469","GO",8961,22,36,0,61,1.09e-08,-0.488,"0.000",Inf
"1470","GO",8962,22,96,0,1,1,-0.044,"0.000",Inf
"1471","GO",8963,22,97,0,0,1,NA,"NaN",NA
"1472","GO",8964,22,96,0,1,1,-0.044,"0.000",Inf
"1473","GO",8965,22,97,0,0,1,NA,"NaN",NA
"1474","GO",8966,22,97,0,0,1,NA,"NaN",NA
"1475","GO",8967,22,97,0,0,1,NA,"NaN",NA
"1476","GO",8968,0,3,22,94,1,0.077,"Inf",0
"1477","GO",8973,22,95,0,2,1,-0.062,"0.000",Inf
"1478","GO",8976,20,43,2,54,7.92e-05,-0.362,"0.0796",12.6
"1479","GO",8977,22,96,0,1,1,-0.044,"0.000",Inf
"1480","GO",8979,10,17,12,80,0.00937,-0.259,"0.255",3.92
"1481","GO",8982,22,95,0,2,1,-0.062,"0.000",Inf
"1482","GO",8983,18,42,4,55,0.00168,-0.299,"0.170",5.89
"1483","GO",8984,22,95,0,2,1,-0.062,"0.000",Inf
"1484","GO",8986,20,97,2,0,0.0329,0.275,"Inf",0
"1485","GO",8987,22,97,0,0,1,NA,"NaN",NA
"1486","GO",8988,22,97,0,0,1,NA,"NaN",NA
"1487","GO",8989,22,96,0,1,1,-0.044,"0.000",Inf
"1488","GO",8990,22,97,0,0,1,NA,"NaN",NA
"1489","GO",8995,21,95,1,2,0.462,0.062,"2.260",0.442
"1490","GO",8996,22,97,0,0,1,NA,"NaN",NA
"1491","GO",8997,22,97,0,0,1,NA,"NaN",NA
"1492","GO",8998,22,97,0,0,1,NA,"NaN",NA
"1493","GO",8999,21,97,1,0,0.185,0.193,"Inf",0
"1494","GO",9000,22,97,0,0,1,NA,"NaN",NA
"1495","GO",9002,22,97,0,0,1,NA,"NaN",NA
"1496","GO",9007,22,97,0,0,1,NA,"NaN",NA
"1497","GO",9008,22,97,0,0,1,NA,"NaN",NA
"1498","GO",9009,22,97,0,0,1,NA,"NaN",NA
"1499","GO",9011,22,75,0,22,0.0122,-0.227,"0.000",Inf
"1500","GO",9014,22,97,0,0,1,NA,"NaN",NA
"1501","GO",9015,22,96,0,1,1,-0.044,"0.000",Inf
"1502","GO",9016,22,96,0,1,1,-0.044,"0.000",Inf
"1503","GO",9017,22,97,0,0,1,NA,"NaN",NA
"1504","GO",9019,22,96,0,1,1,-0.044,"0.000",Inf
"1505","GO",9020,0,65,22,32,1.51e-09,0.522,"Inf",0
"1506","GO",9022,22,96,0,1,1,-0.044,"0.000",Inf
"1507","GO",9026,0,2,22,95,1,0.062,"Inf",0
"1508","GO",9029,22,97,0,0,1,NA,"NaN",NA
"1509","GO",9030,21,97,1,0,0.185,0.193,"Inf",0
"1510","GO",9032,22,97,0,0,1,NA,"NaN",NA
"1511","GO",9033,22,62,0,35,0.000214,-0.307,"0.000",Inf
"1512","GO",9036,22,96,0,1,1,-0.044,"0.000",Inf
"1513","GO",9037,22,97,0,0,1,NA,"NaN",NA
"1514","GO",9039,0,2,22,95,1,0.062,"Inf",0
"1515","GO",9041,22,97,0,0,1,NA,"NaN",NA
"1516","GO",9042,0,26,22,71,0.00343,0.252,"Inf",0
"1517","GO",9045,0,9,22,88,0.207,0.136,"Inf",0
"1518","GO",9052,22,97,0,0,1,NA,"NaN",NA
"1519","GO",9055,22,97,0,0,1,NA,"NaN",NA
"1520","GO",9056,22,97,0,0,1,NA,"NaN",NA
"1521","GO",9057,22,97,0,0,1,NA,"NaN",NA
"1522","GO",9058,22,97,0,0,1,NA,"NaN",NA
"1523","GO",9059,22,97,0,0,1,NA,"NaN",NA
"1524","GO",9060,22,97,0,0,1,NA,"NaN",NA
"1525","GO",9061,22,97,0,0,1,NA,"NaN",NA
"1526","GO",9062,22,97,0,0,1,NA,"NaN",NA
"1527","GO",9063,22,97,0,0,1,NA,"NaN",NA
"1528","GO",9064,22,97,0,0,1,NA,"NaN",NA
"1529","GO",9065,22,97,0,0,1,NA,"NaN",NA
"1530","GO",9066,22,97,0,0,1,NA,"NaN",NA
"1531","GO",9067,22,97,0,0,1,NA,"NaN",NA
"1532","GO",9068,22,97,0,0,1,NA,"NaN",NA
"1533","GO",9069,22,97,0,0,1,NA,"NaN",NA
"1534","GO",9070,22,97,0,0,1,NA,"NaN",NA
"1535","GO",9071,22,97,0,0,1,NA,"NaN",NA
"1536","GO",9072,22,97,0,0,1,NA,"NaN",NA
"1537","GO",9073,22,97,0,0,1,NA,"NaN",NA
"1538","GO",9074,22,96,0,1,1,-0.044,"0.000",Inf
"1539","GO",9078,22,97,0,0,1,NA,"NaN",NA
"1540","GO",9079,22,95,0,2,1,-0.062,"0.000",Inf
"1541","GO",9080,22,97,0,0,1,NA,"NaN",NA
"1542","GO",9081,22,97,0,0,1,NA,"NaN",NA
"1543","GO",9082,22,97,0,0,1,NA,"NaN",NA
"1544","GO",9084,22,97,0,0,1,NA,"NaN",NA
"1545","GO",9085,22,97,0,0,1,NA,"NaN",NA
"1546","GO",9086,22,97,0,0,1,NA,"NaN",NA
"1547","GO",9088,22,97,0,0,1,NA,"NaN",NA
"1548","GO",9089,22,97,0,0,1,NA,"NaN",NA
"1549","GO",9090,22,97,0,0,1,NA,"NaN",NA
"1550","GO",9092,22,97,0,0,1,NA,"NaN",NA
"1551","GO",9093,22,97,0,0,1,NA,"NaN",NA
"1552","GO",9094,22,97,0,0,1,NA,"NaN",NA
"1553","GO",9095,22,97,0,0,1,NA,"NaN",NA
"1554","GO",9097,22,97,0,0,1,NA,"NaN",NA
"1555","GO",9098,22,97,0,0,1,NA,"NaN",NA
"1556","GO",9099,22,96,0,1,1,-0.044,"0.000",Inf
"1557","GO",9100,22,97,0,0,1,NA,"NaN",NA
"1558","GO",9101,22,97,0,0,1,NA,"NaN",NA
"1559","GO",9102,22,97,0,0,1,NA,"NaN",NA
"1560","GO",9103,22,97,0,0,1,NA,"NaN",NA
"1561","GO",9106,22,97,0,0,1,NA,"NaN",NA
"1562","GO",9107,22,97,0,0,1,NA,"NaN",NA
"1563","GO",9108,22,97,0,0,1,NA,"NaN",NA
"1564","GO",9110,22,97,0,0,1,NA,"NaN",NA
"1565","GO",9112,22,97,0,0,1,NA,"NaN",NA
"1566","GO",9113,22,97,0,0,1,NA,"NaN",NA
"1567","GO",9114,0,7,22,90,0.346,0.119,"Inf",0
"1568","GO",9116,22,97,0,0,1,NA,"NaN",NA
"1569","GO",9117,22,97,0,0,1,NA,"NaN",NA
"1570","GO",9119,22,97,0,0,1,NA,"NaN",NA
"1571","GO",9120,22,97,0,0,1,NA,"NaN",NA
"1572","GO",9123,22,97,0,0,1,NA,"NaN",NA
"1573","GO",9124,22,97,0,0,1,NA,"NaN",NA
"1574","GO",9125,22,97,0,0,1,NA,"NaN",NA
"1575","GO",9126,22,97,0,0,1,NA,"NaN",NA
"1576","GO",9127,22,97,0,0,1,NA,"NaN",NA
"1577","GO",9129,22,97,0,0,1,NA,"NaN",NA
"1578","GO",9130,22,97,0,0,1,NA,"NaN",NA
"1579","GO",9131,22,97,0,0,1,NA,"NaN",NA
"1580","GO",9132,22,97,0,0,1,NA,"NaN",NA
"1581","GO",9133,22,97,0,0,1,NA,"NaN",NA
"1582","GO",9135,22,97,0,0,1,NA,"NaN",NA
"1583","GO",9136,21,96,1,1,0.337,0.106,"4.570",0.219
"1584","GO",9138,22,96,0,1,1,-0.044,"0.000",Inf
"1585","GO",9139,22,96,0,1,1,-0.044,"0.000",Inf
"1586","GO",9141,22,97,0,0,1,NA,"NaN",NA
"1587","GO",9142,22,97,0,0,1,NA,"NaN",NA
"1588","GO",9143,22,97,0,0,1,NA,"NaN",NA
"1589","GO",9144,22,97,0,0,1,NA,"NaN",NA
"1590","GO",9145,22,97,0,0,1,NA,"NaN",NA
"1591","GO",9146,22,97,0,0,1,NA,"NaN",NA
"1592","GO",9147,22,97,0,0,1,NA,"NaN",NA
"1593","GO",9148,22,97,0,0,1,NA,"NaN",NA
"1594","GO",9149,22,97,0,0,1,NA,"NaN",NA
"1595","GO",9150,22,97,0,0,1,NA,"NaN",NA
"1596","GO",9151,22,97,0,0,1,NA,"NaN",NA
"1597","GO",9152,22,97,0,0,1,NA,"NaN",NA
"1598","GO",9155,22,97,0,0,1,NA,"NaN",NA
"1599","GO",9156,22,97,0,0,1,NA,"NaN",NA
"1600","GO",9157,22,97,0,0,1,NA,"NaN",NA
"1601","GO",9158,22,97,0,0,1,NA,"NaN",NA
"1602","GO",9161,22,97,0,0,1,NA,"NaN",NA
